country,activity_sector,number_of_full_time_employees,percentage_of_telework,annual_consumption_of_electricity,annual_consumption_of_natural_gas,annual_consumption_of_propane,annual_consumption_of_fuel,annual_consumption_of_coal,annual_consumption_of_refrigerant,annual_consumption_of_GPL,fuel_consumption_of_gasoline,fuel_consumption_of_diesel,consumption_of_LPG,number_of_short_haul_round_trip,number_of_medium_haul_round_trip,number_of_long_haul_round_trip,tons_of_air_freight_lt_3000,tons_of_air_freight_gt_3000,tons_of_sea_freight_lt_3000,tons_of_sea_freight_gt_3000,expenses_of_paper,expenses_of_small_office_supplies,built_area_of_company,number_of_light_duty_vehicles,number_of_commercial_vehicles,number_of_heavy_vehicles,number_of_desktop_computers,number_of_laptops,number_of_individual_printers,number_of_servers,number_of_multifunction_printers,number_of_flat_panel_screens,carbon_footprint
USA,Transport,1561,15.472945546265127,628704.6689769446,300128.1966180421,92449.29750675848,240786.76971353687,6045.866758317529,4609.6817123454675,169722.20051141633,481330.4617720969,422522.0355916079,149576.21987437905,267,143,198,1421.9358344752352,6687.846325196034,1147.1801068860755,2077.6581456719346,76165.60696671827,40601.59788959762,86922.99982980847,78,9,58,407,639,349,80,28,953,4844596.6978081325
China,Retail,2184,42.573657890279335,312922.6145455354,26782.155820673946,142616.9874591353,447101.088301944,7409.001605836288,2229.6718936185466,122469.54507227462,143327.83552916785,345034.0888347942,152468.2608873217,308,200,144,5981.414464571721,19551.58275490159,21251.034627623856,43161.10193753628,10058.984029994952,30824.501433177364,86391.21605003614,98,109,33,439,244,118,15,99,1293,3840588.137358398
Japan,Transport,4878,74.00795868269073,909322.257686656,158888.55542430337,175513.53729036846,300953.47049091465,3855.0222095137688,3136.7494857771317,126412.36092988773,386163.7477492846,477739.41002956574,143078.6525057148,276,202,105,7068.178809354161,7147.462617371399,8731.898723720355,58935.39510686306,57033.77186533224,16879.361627323233,92342.80066414007,52,172,14,10,1271,414,67,25,1505,4851292.800650803
UK,Retail,3193,9.145879427517878,13880.949131841791,447502.3598461912,133018.4640531431,375392.3664777949,5256.382161845054,2011.7179933667585,122857.02883108362,380152.17446836835,107903.09668865145,78521.2508149123,159,173,73,8615.364721503849,18141.31035187606,8586.507114677956,79253.331423237,59260.0712256903,12906.006081715052,26281.58259941232,76,72,93,631,1765,12,81,69,650,4418653.156025628
USA,Manufacturing,279,18.441694518893904,183284.59468994054,397099.48449889035,145034.68715412533,107024.83629875159,5423.2761552450675,699.1105309560791,89562.42770232276,271065.3579379525,321310.25311856915,195780.47704155673,263,127,133,633.5875295079907,13934.878785381034,48647.10505075457,68151.89811151873,29027.854188805188,27627.2813852187,83947.43322351862,71,30,99,873,1584,496,12,184,1163,4114427.7210717467
Canada,IT,4994,62.473627767145345,647867.4227886742,46515.89129675221,43559.830352811034,26407.411279598004,7287.502211245382,1533.9957219730838,54021.78785183887,354471.0194479719,253868.2709958618,150496.65537931488,227,121,82,6210.174575615533,5744.675308992771,37529.34939489958,85733.8085538028,91654.4237956471,12000.497834962716,74776.14611164642,7,183,77,662,1921,386,30,47,7,3418939.617521306
Canada,Agriculture,1369,2.412820907792246,973116.0220704564,279032.4609321347,58578.173304830416,239913.20434007858,9076.15325718857,4576.0385459947165,37131.71800299806,486362.310785228,83751.84167009513,20295.632348981508,301,51,0,4307.259598345499,6034.052405876769,12461.78971920399,60544.70930430442,11178.006307500267,46959.10177239018,45216.79744839218,59,145,89,298,1666,127,38,181,1803,4132138.841680532
Australia,IT,479,66.01593759548344,156545.07518146303,192025.36878398797,187556.32783277388,325661.9496418876,8817.27151713548,1919.3806503052162,96784.8242890498,174788.11689733213,117840.27098111904,151471.22617136582,2,257,141,8943.912201287592,19319.644898511724,46956.262864649005,36213.98351090653,3549.6008478530775,31857.318752348285,75051.41796988873,81,34,70,38,408,143,9,39,1777,3262043.7810395784
India,Retail,1908,6.4410750274563,708607.0602365208,67556.90340860798,32618.598469637127,80749.66144841666,1813.5038628990308,1621.9468370620677,109379.36442279228,241133.49077254153,269006.2307346744,185768.3685609502,360,122,175,8722.076099574435,19156.97153173761,11054.929107505013,15952.682672464158,43418.0586821593,19848.432921351075,51972.79185566385,53,165,72,573,103,391,41,121,1769,3473720.6020541447
India,Finance,79,36.89387925813171,249832.9295045008,409147.05950561917,198140.47292530604,58824.03591936197,563.8507175466679,4925.911380444612,90201.47333148241,141429.34412529707,5823.9639847156295,160590.36231715846,437,265,103,7389.238197424778,1243.5580160816316,4835.744716148299,4643.316707716294,1387.5567962711814,34911.813446882596,96062.3300034175,29,98,89,492,992,235,76,80,1313,2800317.372121396
India,Transport,2180,41.52479056820438,204827.62399236788,434954.1426779795,168105.3609914756,351054.820540561,3536.081726649961,1799.1201775700654,129424.7860950208,340617.32153167995,199843.7990739242,117712.98254616956,496,26,174,5591.930624869105,11973.047978434472,18887.56222350847,77799.7642425705,40453.745741395556,13480.919257464975,67952.48506753214,169,98,89,882,218,355,19,126,152,4737186.687392546
Canada,Finance,1660,64.31484234912627,308340.5834058339,252287.43207839908,160474.49815132987,54622.61859381418,9062.882100575789,3685.7901342077985,118254.40746613158,347740.71557791485,249043.628220691,60429.15620935163,218,186,36,2314.2426728451824,4263.918804462086,44569.02698696279,29169.21615230563,98689.68817693336,29125.762259311145,74996.84606087685,103,78,33,226,1783,386,86,117,1616,3271052.565722539
UK,IT,1848,33.02601444784236,173901.1189755129,94974.14457312609,161674.74706749822,243376.09653106678,8256.771861264593,4540.52024098786,66006.8558533161,36113.68967139261,47020.22406616735,115051.53873144496,376,76,133,1724.393638602314,9647.448416940235,30138.075486168436,57164.93554579736,56974.40686284716,38515.035380391775,83013.99375484031,3,28,99,611,881,437,16,49,1574,2324463.17232148
UK,Transport,3684,9.429763349520359,526757.65372454,209757.57307475578,74529.21442378795,29427.37983382915,6775.363728564915,3105.6716631890085,28203.60577046177,423655.394708661,466251.73348801176,178051.66437201374,342,3,166,8994.494559830371,12767.680842449867,40337.62571560436,21206.01317102051,68455.40708403733,9282.521222243407,13813.320814883016,82,70,73,872,1415,30,32,180,1981,4165853.3070839853
France,Finance,4342,13.962461593368026,947975.7633136663,16254.873917169178,158538.69599021223,35978.34099396746,555.0741128743608,641.4571867638558,45760.40847341789,435202.9633182535,149874.34691642266,139517.28866824147,230,221,13,8915.757680992407,3439.3855413256947,5493.035922364731,79482.28946459634,49286.5551600098,18597.148192597866,30596.521698195233,102,183,23,337,345,313,46,189,1136,3129970.7012891565
India,Finance,3301,44.1732784690668,923206.346377739,351314.42140254733,70869.5421621443,416730.6331592092,1756.2726091504633,4792.4861352368425,53911.75367535659,487178.41780004144,154763.48741970913,135776.674214731,434,145,163,3522.356955380963,18065.965896730446,17407.461067087464,31444.734460153046,22783.093196346257,46385.48450545952,89172.29116421066,110,188,96,192,563,351,81,10,161,5298952.090225528
India,Agriculture,3946,57.26567703375888,537101.0635868412,451630.56209153513,73268.51923810791,318443.4412158981,9302.576345241723,36.60175246739894,143976.7731667693,65241.19392669003,250683.31280871798,52601.920988425845,394,298,51,2773.713291009097,13195.629971395732,39706.6455217191,84014.55770722109,50782.06428293271,9532.60059416041,77927.91679805645,149,104,84,153,519,272,57,43,1120,4317691.454214574
Brazil,Agriculture,1683,93.58780824962491,741160.0672395418,7844.1715289366275,158783.32698083474,77345.00958714829,338.14925652406845,2037.9942157830428,183170.12219927952,321404.9632888219,476850.9132947487,108938.70100321712,334,14,199,1044.1732059432275,13222.977375035016,32815.41089982301,18258.355427577964,14641.550708866353,43062.61345159952,33715.456473006096,177,70,9,478,794,125,85,95,1333,3678699.5256462675
France,Transport,4161,55.48806210232088,202033.3447456074,327396.9284947777,78071.17024121077,20703.081209189455,8002.701932377685,4299.528045548386,28676.48943226,160975.22985293955,354878.92978073587,127954.71603475125,492,81,116,2664.634005632042,144.3898066628879,19393.937689165647,2902.2019669200704,59779.47828503138,31798.240123570693,11542.493924361352,129,67,2,946,1653,163,48,76,1194,2888052.894202381
USA,Healthcare,3860,70.06732733623974,558517.7023636113,44470.902181462654,161591.86462913986,176889.53616383008,4633.919083322407,445.0593145467224,71699.78294143855,156862.5515816019,325190.91428548266,432.70370246899506,347,86,38,2943.702743339015,6753.723599108912,40099.01076926287,82751.78315381016,70082.49518266995,6192.121109762313,65696.14038275044,154,194,48,51,533,14,31,6,551,3211133.639094884
Brazil,Agriculture,615,18.997445841009664,777411.5392277736,115710.02879355225,2268.248282284646,108144.27558428042,7474.571966512342,3916.4538226279483,7178.536970456428,76919.15910190683,481716.55572058086,6266.3348887801,64,101,141,6276.155064130825,19561.49081140391,39693.78679803356,8063.097471089964,42433.25814571056,17253.47159104425,80235.43227143658,52,62,55,495,507,282,97,150,1264,3100541.3571946137
USA,Transport,2775,99.10525908158917,325889.4861182272,267654.58268748113,34321.04604353261,258935.57102126686,575.6954551912341,2041.3160279371568,34526.40946826382,8369.569174910552,178912.07229509577,137971.26289162287,256,99,132,6691.096042578086,19847.04727556251,21770.8518289214,54965.26496456155,13651.090376959277,47743.977888637375,44476.880361626376,110,16,44,512,1719,143,1,21,1863,2852763.6443711338
France,Finance,1424,14.59452062854828,213133.88807258717,159952.41005599426,186678.22423438897,338930.6681822047,3410.6230819072903,3313.4062087041243,67279.23889276371,76818.4640128381,86800.15603446544,25730.297833575387,107,65,198,5520.404585512024,5873.69077352268,454.47820070019793,73427.91231338741,59362.672365847466,37619.28488717718,10743.307740543849,18,122,12,94,1906,405,7,142,9,2503200.03997614
Australia,Healthcare,2757,56.30125744688016,294260.1796431087,2942.6510572772013,125890.63958926148,135914.00812548553,6215.16470022758,4837.5438842421945,50574.03517968058,346789.09873644006,313116.5285224811,33689.08060465656,59,54,70,2654.103762387947,5931.823136095269,5038.160191330849,89786.13624746806,81418.63725890024,30764.490252892247,98528.16611881653,41,23,29,847,783,109,96,76,1491,2770165.599740969
USA,Transport,2108,94.68177540506446,280090.25636631326,491376.95590855414,93611.67826632485,474458.78139949025,2122.617658062924,4720.429542188392,141887.36818096126,11152.15145578502,241484.70114463134,155728.27011530675,16,118,28,9226.276614594202,3343.4596065644364,9063.532880132108,54423.41568237326,34279.208344863066,24046.120001137002,3486.8292750663436,12,151,94,928,1217,55,16,106,1051,4500785.768616561
Germany,Healthcare,1260,46.683993058641526,274612.5053125408,85593.16976547021,116014.94540021833,467544.074390699,1394.880796890141,379.3434792096417,14904.94760606922,357470.2100635641,3466.87625298292,76985.8387199907,247,190,154,1618.7456403692513,6891.872863957078,12162.268211712179,72646.60576830295,15188.014450348841,49571.173174167554,69864.6327685771,36,170,30,921,349,378,10,45,1655,3341196.482614193
Germany,Transport,914,90.30597841043362,69074.09439685068,263669.8282311496,80414.70108774818,15415.3486678813,251.8071357538998,3982.6608813046205,145210.3382608383,310928.3487741301,242978.21979063327,91543.902691533,445,19,53,677.3246222267859,7049.6524425091,6940.418660394876,16471.799014340428,69753.46384272969,31524.087322213123,57871.59935050001,91,64,94,290,1904,309,86,21,847,3227874.8565888004
Japan,IT,3373,58.733982636571305,501265.59977379,257818.76197575242,26550.393840342702,267607.1524114153,9590.428372412107,3194.916540772107,116800.79762899649,479096.52923817927,426329.96641772205,35726.48101232194,483,186,70,9948.83926070123,3443.160111278234,20234.07928044009,12035.33152290066,79319.20031187167,38655.57470705538,59766.845488412895,174,180,69,541,854,26,2,118,736,5012781.058983329
Germany,Agriculture,1298,85.20181405228551,164314.80255852378,474753.4180894625,178234.9641616018,282312.7904656258,7290.978523138526,2793.3606375522913,101823.88173625381,484078.7525869136,130903.8180748826,177014.9356770965,19,149,118,200.08427879266156,4588.544046078003,49475.69291705351,71747.40715033532,54006.655747533856,31413.308785821864,6946.660004085715,1,188,92,846,1469,138,94,61,28,4845885.632702884
China,Healthcare,1321,71.33052938979236,899428.0845255099,385300.8129497721,150820.58019957555,143001.29299555463,2622.3543104887826,2062.755639798346,98841.66160547103,29488.764786890388,243214.675258215,175592.40637169805,394,99,132,6696.6664063811595,17540.597581541115,17003.342463308276,35099.95427990193,25514.68900703344,41087.48821038847,66526.74740409035,137,182,18,229,520,167,29,43,667,3617662.2609009393
Australia,Retail,759,58.802211353883415,802208.3094506062,277880.18488927284,139581.44957300875,132095.25894464337,5592.557483971698,3039.3078475838893,111377.26636187118,276995.9057523635,50012.05333744779,115529.59310230857,470,163,137,3143.836912654132,12609.58808799426,7215.107605092175,13325.650148343648,99716.37445219292,49481.60910242617,23752.170924641534,31,91,41,29,1047,33,11,105,268,3116394.4643258406
France,Manufacturing,355,11.575361925858829,910876.9342589031,368202.0662158246,168764.2498102684,173910.3107049541,6511.196941721439,2349.231120947038,171533.5750581265,305575.92704005656,253828.87730593857,125477.31205033233,35,29,117,9843.421584296495,17478.69788794311,34006.68047294762,67571.67726531049,2681.233291781195,40922.40351024675,48834.396615752434,179,169,80,670,497,260,12,157,1152,4738158.06635693
China,Agriculture,1180,29.1096479218953,873258.2541265546,423271.36319498264,149132.22819285857,233961.66633224348,4320.387342677164,4017.58647879662,97613.41801462002,490566.13398063445,375854.28999369335,54637.776744172384,189,170,48,3476.2413808148663,13563.471117941142,38944.5968268917,99941.44549680919,77709.94040531339,49410.23023074549,83521.29228051165,52,138,95,81,1449,57,53,130,1273,5385810.826620885
Brazil,Healthcare,894,12.101631003132706,359904.9712863307,161711.54918038828,103164.27761051532,135471.49837805427,701.6691999273116,3459.6692381375406,134491.02899204454,280577.2758686927,73243.64752827727,196628.46286825233,139,161,172,8324.225201476851,774.5357002063313,27020.07739893868,6946.301868103644,61590.83368612837,35767.028422922034,89719.45535055,93,74,48,269,1205,109,77,182,1894,2984302.405407104
Japan,Retail,1076,54.80432448004683,774313.1768138515,60585.66670821014,27425.404774975927,303273.70367237873,3903.5310234824115,4183.400645642457,15501.61581166003,60734.269823853436,89055.53975568908,145132.02139185846,39,139,140,3191.62771331869,147.49766811812614,19465.590612579275,34674.42597288823,67141.12976137298,45314.70066865625,71091.11661273104,181,152,63,132,1868,114,52,63,134,2966400.9005187103
USA,Retail,1353,43.799133060207375,500841.5679749917,405576.7425649782,21475.271454137568,454531.1865294336,1175.9176511723924,1069.4990345049625,109035.19178611819,208218.14102205445,171126.46717617285,180601.51567051935,416,38,69,4254.473371586939,19806.139610826172,47138.3511494205,22171.740253036874,62431.10766020575,1453.4231665784087,7600.6105956663205,53,146,31,449,94,348,77,145,1209,4379900.260043214
India,Finance,2710,43.02875355305519,259336.15418372594,95679.22857873263,6288.777513441679,364687.19534406293,1461.393959104066,3500.717729642354,105277.32922263349,161793.05150188922,337026.6758935126,127491.21795297423,232,128,156,6693.648065499432,9765.936758155789,2010.77782079912,11373.863161469799,61436.904822029544,29714.883726485445,6102.538066275051,10,41,93,138,56,409,55,21,393,3617685.2861166876
France,Retail,3319,28.28324520940034,364402.5435893485,170587.62400052685,98346.6398782291,62034.603463035906,6472.948998724755,2216.167961291434,196413.49837464115,91710.7648093668,76328.41304873195,117878.49368937913,283,207,98,8390.43163921908,16294.820155197298,23067.98811825785,89304.92247457593,28859.638886775527,2576.5936890407256,5455.1506471717075,183,137,38,202,1806,229,62,77,826,2740045.0848592636
